Word,Expected Bucket Size
thick,296.6682505399566
video,194.31922246220336
booty,355.5123110151187
budge,264.16803455723544
stale,75.60388768898464
pinch,273.3412526997841
agile,106.07386609071253
scarf,159.37149028077783
flack,289.01641468682493
lager,96.81511879049648
sinew,149.36803455723583
gully,443.9209503239744
knead,176.97235421166337
storm,150.53261339092907
maple,130.26306695464396
gripe,137.48984881209543
dowdy,535.8302375809938
hitch,358.6483801295897
gourd,219.42850971922283
billy,382.57667386609046
snuff,434.12829373650123
crony,152.04794816414721
water,104.52570194384423
wince,169.9097192224624
gusty,257.365442764579
lynch,244.37278617710612
faint,154.200863930886
pasty,173.98747300216033
among,219.4846652267822
bezel,361.210799136069
lefty,179.7049676025921
tweet,370.3719222462204
balmy,266.5879049676023
haunt,151.8984881209507
shrug,224.39524838012989
brain,125.1442764578831
asset,142.35982721382308
shard,136.15507559395277
cream,119.25658747300186
blare,94.39524838012932
index,254.44362850971956
tryst,212.49460043196564
noisy,150.90928725701988
thief,168.41511879049708
trade,80.93174946004298
psalm,197.81123110151222
tutor,211.35507559395273
prank,173.86911447084273
spurn,181.86047516198738
steer,142.34773218142587
tepid,154.23887688984917
tithe,196.282937365011
spawn,218.33736501079935
crowd,244.48941684665255
skimp,339.3049676025916
annul,235.3697624190067
moody,470.9170626349891
crown,206.6449244060478
ulcer,114.43066954643605
wooly,384.1654427645788
cross,215.61079913606932
debit,166.6475161987044
blind,247.9123110151192
chill,319.71879049676016
piper,197.51317494600454
zesty,214.6708423326136
match,222.01684665226819
quota,221.95896328293748
chunk,387.57019438444917
perky,202.5481641468685
slick,214.14038876889882
canoe,86.8323974082072
yeast,95.10367170626336
elope,175.37062634989235
flung,335.9192224622027
lapel,173.02505399568068
whirl,193.18833693304563
grade,114.51706263498896
devil,202.01598272138264
inept,146.57753779697654
slosh,256.5680345572355
pudgy,422.81598272138245
sever,214.56285097192261
swore,121.05010799136046
sugar,134.72958963282974
junta,242.01252699784038
smart,122.61814254859587
donor,256.72526997840185
ridge,149.389632829374
today,150.63196544276488
skier,119.47688984881195
allot,171.49503239740852
elide,184.70626349892032
toddy,332.2483801295895
since,109.30928725701924
piggy,494.2708423326135
dummy,594.8401727861774
arise,63.72570194384452
maize,158.121382289417
vegan,197.49071274298086
kneel,233.83023758099375
lilac,225.60475161987063
bawdy,341.0051835853132
pesto,130.41771058315373
adept,134.37451403887718
sappy,304.3788336933046
tract,169.36630669546474
cling,213.78272138228976
miser,113.07429805615523
fiery,154.9429805615554
friar,213.54427645788365
couch,395.9503239740819
issue,203.34470842332638
spoon,307.31360691144704
tango,148.31231101511918
learn,76.64060475161956
snort,111.15723542116606
dozen,219.03023758099377
itchy,249.03455723542143
renew,221.70669546436312
boast,128.22850971922267
musty,265.2021598272135
oddly,367.3939524838013
shone,114.42548596112285
grunt,175.54341252699828
dully,417.7066954643628
leaky,151.09935205183615
spare,91.54254859611198
smith,228.02980561555114
nutty,339.4077753779698
sigma,199.93563714902834
pulpy,439.4172786177107
perch,172.23369330453593
tying,229.00691144708455
badly,243.10453563714938
tweak,186.2725701943848
ankle,123.6254859611229
avoid,218.9697624190068
exalt,148.1481641468685
pried,134.86090712743027
stove,142.251835853132
wreak,167.81295896328325
abort,125.1209503239739
betel,196.5758099352054
sound,188.13693304535667
amity,169.600431965443
minim,603.7809935205187
skiff,506.85399568034563
quick,460.2112311015118
undid,401.9943844492441
proof,345.31101511879035
stoic,143.9140388768901
bribe,191.36544276457906
covet,151.01468682505433
burst,180.52397408207395
brake,135.41123110151224
notch,211.53736501079945
tripe,97.83628509719199
kebab,308.807343412527
whose,172.8159827213826
place,112.25615550755911
plaza,406.5455723542117
igloo,304.0617710583154
snare,71.09762419006451
check,435.8423326133909
trawl,123.10885529157648
front,157.09935205183623
delve,305.33693304535626
adobe,136.69330453563745
satyr,103.12008639308844
sushi,358.90323974082077
later,70.22332613390897
flier,123.04751619870386
patty,275.7473002159828
bough,337.92354211663036
mulch,308.1533477321813
stony,160.31231101511915
clank,200.04362850971964
sloop,270.56457883369336
stone,94.24319654427624
fizzy,728.0306695464362
leach,123.08639308855265
mocha,240.92224622030258
cabby,366.6501079913608
beach,166.70712742980578
torch,168.8263498920091
botch,263.71706263498913
broth,179.637580993521
extra,152.30971922246252
drape,107.20302375809909
rouse,90.33218142548581
wacky,338.94816414686835
lemon,137.47170626349924
woozy,685.3784017278622
vital,164.8574514038881
hovel,169.36025917926602
paddy,375.31101511879035
annex,263.6401727861771
stout,260.48768898488123
shape,127.78272138228918
eerie,213.61684665226804
trove,121.56069114470826
grout,157.94773218142586
bigot,215.59956803455762
rumor,296.74254859611233
begin,209.01555075593978
phase,128.58358531317512
throb,192.49200863930915
icily,313.8993520518359
swami,211.3801295896331
snail,106.40302375809914
covey,192.85399568034583
barge,126.23023758099325
rouge,124.03844492440585
latch,161.5019438444928
spilt,160.70194384449292
funky,438.9023758099353
spire,103.74038876889821
emcee,400.7390928725702
slush,325.14859611231105
final,176.25097192224663
titan,196.4868250539959
hairy,123.85788336933018
toxin,232.4712742980564
drama,258.0686825053994
khaki,354.0151187904967
bayou,203.52613390928744
quash,270.71663066954653
surly,155.58401727861798
hippo,359.15809935205175
brush,214.3520518358535
tease,113.86393088552904
vista,183.86652267818602
abhor,164.53174946004344
cause,96.12742980561538
habit,170.7753779697627
undue,267.0371490280777
corer,168.08164146868285
twang,217.86306695464387
probe,139.87084233261365
livid,457.91576673866126
grind,219.4673866090717
merge,235.69373650108014
lorry,212.0807775377973
chirp,214.90064794816445
stint,245.09935205183598
smile,114.01943844492426
talon,100.11447084233237
spied,148.52224622030272
large,90.1688984881206
tacit,201.3663066954647
outdo,322.1352051835852
lucky,332.0721382289415
swarm,185.28768898488144
aider,93.8751619870408
sully,318.8911447084233
bleak,190.6475161987044
gavel,167.1503239740823
piety,156.4453563714906
flock,317.74470842332596
until,159.35507559395282
dimly,273.86306695464356
daily,157.40000000000038
flunk,346.4021598272135
glint,172.55766738660947
drown,226.95766738660944
aisle,76.18876889848795
extol,184.07818574514067
rugby,321.80259179265636
tiger,112.81339092872541
chute,164.60259179265688
glean,129.06479481641497
class,216.6768898488124
modal,177.60043196544314
judge,327.79395248380115
virus,201.97019438444954
frill,258.8401727861771
stool,208.0799136069118
irony,134.64924406047544
brass,215.8233261339095
haste,100.73650107991334
latte,122.87991360691127
dogma,256.96285097192236
quail,196.34168466522698
organ,140.898056155508
shoot,284.1075593952484
pizza,453.9200863930887
mover,185.09071274298083
lyric,157.55982721382318
fault,164.38315334773264
lodge,151.05269978401762
havoc,243.35766738660934
boozy,639.8526997840174
coyly,302.51187904967594
dirge,142.793520518359
tramp,151.0328293736504
femme,497.9874730021597
frisk,230.15075593952525
helix,205.64017278617737
flame,147.30755939524875
weigh,234.79265658747332
cargo,138.70885529157704
shied,136.7840172786179
midst,199.8431965442768
essay,205.7853131749461
thrum,226.13779697624216
embed,376.0116630669546
demur,176.7555075593955
opium,251.94600431965466
steep,210.6691144708425
apple,183.41987041036734
whoop,530.2311015118796
paper,162.7684665226784
shire,96.50583153347708
piney,159.56933045356408
being,205.657451403888
skulk,409.1624190064795
heady,153.26349892008676
jaunt,207.45615550755966
patio,131.28941684665256
shame,126.76328293736483
adage,213.09676025917955
plank,206.013390928726
broke,158.91879049676066
queue,513.858747300216
truly,135.10626349892036
chant,162.49287257019483
watch,240.79179265658772
amend,155.299784017279
halve,144.08682505399585
exult,211.74211663066987
optic,196.64060475162012
panel,100.1343412526995
carve,125.04838012958939
waltz,262.21295896328326
vapid,256.9179265658748
click,396.6846652267819
horny,170.51965442764617
whelp,240.02548596112342
wimpy,407.4371490280777
frond,209.9209503239745
leave,191.2583153347734
stern,98.02375809935182
visit,360.0133909287255
steam,123.72051835853104
shrub,232.87904967602628
camel,119.88812095032374
swoop,432.33650107991366
depot,140.42980561555098
grass,205.7101511879052
threw,164.69244060475197
cover,159.43023758099386
cleft,162.6760259179269
purer,217.5641468682509
fancy,228.6544276457886
amass,426.79265658747306
cynic,356.9317494600431
knack,378.7313174946004
sixty,267.49676025917927
voice,149.47948164146902
wedge,386.02721382289417
vowel,216.93347732181465
anger,111.98488120950296
sandy,160.88164146868291
close,95.00518358531293
honor,244.58963282937395
afoot,254.5507559395251
merit,105.91058315334749
group,216.09978401727903
admit,181.56414686825082
axial,305.545140388769
civic,734.0522678185746
proxy,286.3434125269977
scram,148.9991360691148
gypsy,498.3658747300217
blush,255.8431965442768
nanny,428.0591792656588
roast,83.35593952483774
bison,186.8298056155511
dicey,164.94125269978434
rapid,146.13952483801324
intro,126.9075593952482
mercy,165.5892008639312
jumpy,599.3714902807774
fussy,486.7002159827213
roach,132.52570194384487
berth,151.12267818574557
blurb,318.6449244060476
drain,118.80388768898459
other,114.98444924406027
soapy,149.9701943844496
clout,149.14773218142582
brisk,207.31619870410407
inlet,99.09330453563692
sweat,130.79784017278647
cheek,343.1295896328293
setup,158.69848812095066
glade,128.3563714902809
built,188.72872570194426
curve,172.1334773218146
alive,121.15377969762395
surge,126.80215982721357
parry,238.10151187904995
sauce,95.30410367170606
sheep,254.59136069114487
slain,104.48596112310996
spurt,179.78012958963336
cache,198.46004319654446
basil,142.89373650108016
truck,217.5200863930889
lower,129.22462203023784
sadly,154.94470842332643
scree,148.85917926565892
viper,179.75939524838049
skate,113.0872570194383
duchy,356.0177105831533
sulky,277.49071274298075
chafe,162.2907127429809
valor,137.47084233261384
dutch,285.3352051835854
rebar,183.04578833693333
birth,183.54946004319677
rhino,147.5796976241904
stole,84.53174946004302
tawny,191.50539956803485
mucky,456.04449244060476
crimp,216.92483801295924
clone,100.7779697624187
squib,361.78704103671714
golem,159.0639308855294
mangy,261.4578833693304
ardor,200.06090712743003
gonad,198.8747300215986
witty,385.59611231101536
stoke,132.413390928726
macaw,409.94341252699786
widow,430.2673866090712
privy,252.91274298056183
relax,136.0349892008642
snipe,130.96717062635025
event,262.78056155507545
vigil,485.996112311015
drill,217.1624190064798
gecko,223.8008639308856
polyp,356.6397408207343
credo,134.2604751619873
entry,124.75809935205154
heavy,188.50669546436313
troop,232.66047516198734
bicep,186.44622030237616
rainy,113.62030237580969
spank,223.59697624190093
plain,137.80259179265695
baggy,434.9386609071275
grasp,152.13520518358564
quell,354.1637149028078
sewer,201.46652267818604
horse,99.4855291576671
dirty,165.7352051835857
sally,222.7866090712746
fanny,349.14168466522665
artsy,104.01943844492419
handy,211.74211663066987
inert,97.94341252699753
comic,339.17796976241885
vivid,815.5079913606911
paste,100.41079913606889
nerve,227.27473002159851
mayor,144.67429805615595
dance,111.83974082073415
islet,96.82203023758076
mania,258.01684665226793
